Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
6076,"MTG Objective NCERT at your FINGERTIPS For NEET - Physics, Chemistry, Biology (Set of 3 Books) | NCERT NEET Trend Indicator | NEET Books (Based on NMC NEET Rationalised Syllabus - Latest & Revised Edition 2024-2025)",MTG Editorial Board,Science & Mathematics,Biology & Life Sciences,Paperback,"₹1,630.00",4.5,36.0,https://www.amazon.in/Objective-NCERT-your-FINGERTIPS-NEET/dp/8119218469/ref=zg_bs_g_4149711031_d_sccl_3/000-0000000-0000000?psc=1
6077,"Behave: The Biology of Humans at Our Best and Worst [Paperback] Sapolsky, Robert M",Robert M Sapolsky,Science & Mathematics,Biology & Life Sciences,Paperback,₹475.00,4.5,7563.0,https://www.amazon.in/Behave-Biology-Humans-Best-Worst/dp/009957506X/ref=zg_bs_g_4149711031_d_sccl_4/000-0000000-0000000?psc=1
6078,"CSIR NET Life Science Previous Year Questions Papers with Answers and Detailed Solutions from 2001- 2023 - Best Book for CSIR UGC NET, GATE, DBT, ICMR, ICAR Bioscience Examinations in India",Kailash Choudhary,Science & Mathematics,Biology & Life Sciences,Paperback,₹949.00,4.2,215.0,https://www.amazon.in/Science-Previous-Questions-Solutions-2001-2022/dp/B0B4G57RBB/ref=zg_bs_g_4149711031_d_sccl_5/000-0000000-0000000?psc=1
6079,"Guns, Germs and Steel : The MILLION-COPY bestselling history of everybody (20th Anniversary Edition)",Jared Diamond,Science & Mathematics,Biology & Life Sciences,Paperback,₹427.00,4.5,11834.0,https://www.amazon.in/Guns-Germs-Steel-Jared-Diamond/dp/0099302780/ref=zg_bs_g_4149711031_d_sccl_6/000-0000000-0000000?psc=1
6080,Quantum Body,Dr Deepak Chopra,Science & Mathematics,Biology & Life Sciences,Paperback,₹559.00,4.5,128.0,https://www.amazon.in/Quantum-Body-Science-Living-Healthier/dp/1846047706/ref=zg_bs_g_4149711031_d_sccl_7/000-0000000-0000000?psc=1
6081,The Interpretation of Dreams,Sigmund Freud,Science & Mathematics,Biology & Life Sciences,Paperback,₹179.00,4.4,1079.0,https://www.amazon.in/Interpretation-Dreams-Freuds-Seminal-Understanding/dp/8175994002/ref=zg_bs_g_4149711031_d_sccl_8/000-0000000-0000000?psc=1
6082,Mcqs Life Sciences – Biotechnology,Pranav Kumar,Science & Mathematics,Biology & Life Sciences,Paperback,₹379.00,4.4,1329.0,https://www.amazon.in/MCQs-Life-Sciences-Pranav-Kumar/dp/819064274X/ref=zg_bs_g_4149711031_d_sccl_9/000-0000000-0000000?psc=1
6083,Trees Of South India,Paul Blanchflower,Science & Mathematics,Biology & Life Sciences,Paperback,₹608.00,5.0,4.0,https://www.amazon.in/Trees-South-India-Paul-Blanchflower/dp/935699921X/ref=zg_bs_g_4149711031_d_sccl_10/000-0000000-0000000?psc=1
6084,"CUET PG Zoology Book Topic-wise Shorted Previous Year (PYQ) and Practice Question with detailed solution, 4000+ questions also useful for M.Sc. Entrance exam",Kailash Choudhary,Science & Mathematics,Biology & Life Sciences,Paperback,₹589.00,4.4,4.0,https://www.amazon.in/Topic-wise-Previous-Practice-Question-questions/dp/B0CNR65XR5/ref=zg_bs_g_4149711031_d_sccl_11/000-0000000-0000000?psc=1
6085,"Textbook of Clinical Neuroanatomy, 4e",Singh,Science & Mathematics,Biology & Life Sciences,Paperback,₹658.00,4.6,632.0,https://www.amazon.in/Textbook-Clinical-Neuroanatomy-4e-Singh/dp/8131261352/ref=zg_bs_g_4149711031_d_sccl_12/000-0000000-0000000?psc=1
6086,Outlive: The Science and Art of Longevity,Bill Gifford,Science & Mathematics,Biology & Life Sciences,Hardcover,₹449.00,4.6,11251.0,https://www.amazon.in/Outlive-Longevity-Peter-Attia-MD/dp/0593236599/ref=zg_bs_g_4149711031_d_sccl_13/000-0000000-0000000?psc=1
6087,Pathfinder Academy : Csir-Jrf-Net Life Sciences Book Combo Set With Ecology,Pranav Kumar & Usha Mina,Science & Mathematics,Biology & Life Sciences,Paperback,"₹2,650.00",4.5,1476.0,https://www.amazon.in/Pathfinder-Academy-CSIR-JRF-NET-Sciences-Ecology/dp/B07FXPKMLS/ref=zg_bs_g_4149711031_d_sccl_14/000-0000000-0000000?psc=1
6088,Marginlands: Indian Landscapes on the Brink – Shortlisted for the 2023 Tata Literature Live! First Book Award (Non-fiction),Arati Kumar-Rao,Science & Mathematics,Biology & Life Sciences,Hardcover,₹477.00,4.7,59.0,https://www.amazon.in/Marginlands-Indian-Landscapes-Arati-Kumar-Rao/dp/9395624434/ref=zg_bs_g_4149711031_d_sccl_15/000-0000000-0000000?psc=1
6089,NCERT BIOLOGY TEXT BOOK FOR CLASS 11 AND 12 (SET OF 2 BOOKS),NCERT,Science & Mathematics,Biology & Life Sciences,Paperback,₹210.50,3.3,101.0,https://www.amazon.in/NCERT-BIOLOGY-TEXT-CLASS-BOOKS/dp/B09F6T67CF/ref=zg_bs_g_4149711031_d_sccl_16/000-0000000-0000000?psc=1
6090,CSIR-JRF-NET Life Sciences Fundamentals and Practice Part I & II,Pranav Kumar,Science & Mathematics,Biology & Life Sciences,Paperback,₹905.00,4.5,2843.0,https://www.amazon.in/COMBO-CSIR-JRF-NET-Sciences-Fundamentals-Practice/dp/9380473184/ref=zg_bs_g_4149711031_d_sccl_17/000-0000000-0000000?psc=1
6091,Gut: The Inside Story Of Our BodyS Most Under-Rated Organ,Giulia Enders,Science & Mathematics,Biology & Life Sciences,Paperback,₹259.00,4.5,3185.0,https://www.amazon.in/Gut-Inside-Story-Bodys-Under-Rated/dp/938528861X/ref=zg_bs_g_4149711031_d_sccl_18/000-0000000-0000000?psc=1
6092,"Selective Anatomy: Prep Manual for Undergraduates, Vol II, 2e",Vishram Singh,Science & Mathematics,Biology & Life Sciences,Paperback,₹609.00,4.6,387.0,https://www.amazon.in/Selective-Anatomy-Vol-2nd-undergraduates/dp/8131256944/ref=zg_bs_g_4149711031_d_sccl_19/000-0000000-0000000?psc=1
6093,"Textbook of Anatomy-Head, Neck and Brain, Volume III",Vishram Singh,Science & Mathematics,Biology & Life Sciences,Paperback,₹793.00,4.2,20.0,https://www.amazon.in/Textbook-Anatomy-Head-Neck-Brain/dp/8131264858/ref=zg_bs_g_4149711031_d_sccl_20/000-0000000-0000000?psc=1
6094,Being You,Professor Anil Seth,Science & Mathematics,Biology & Life Sciences,Paperback,₹389.00,4.5,1392.0,https://www.amazon.in/Being-You-New-Science-Consciousness/dp/0571337724/ref=zg_bs_g_4149711031_d_sccl_21/000-0000000-0000000?psc=1
6095,SELECTIVE ANATOMY PREP MANUAL FOR UNDERGRADUATES (VOLUME-1),Vishram Singh,Science & Mathematics,Biology & Life Sciences,Paperback,₹594.00,4.6,419.0,https://www.amazon.in/SELECTIVE-ANATOMY-PREP-MANUAL-UNDERGRADUATES/dp/8131256936/ref=zg_bs_g_4149711031_d_sccl_22/000-0000000-0000000?psc=1
6096,Post Graduate Entrance Exam Zoology,Arihant Experts,Science & Mathematics,Biology & Life Sciences,Paperback,₹205.00,4.1,364.0,https://www.amazon.in/Post-Graduate-Entrance-Exam-Zoology/dp/9313190117/ref=zg_bs_g_4149711031_d_sccl_23/000-0000000-0000000?psc=1
6097,Eve,Cat Bohannon,Science & Mathematics,Biology & Life Sciences,Paperback,₹613.00,4.6,456.0,https://www.amazon.in/Eve-Female-Drove-Million-Evolution/dp/1529151244/ref=zg_bs_g_4149711031_d_sccl_24/000-0000000-0000000?psc=1
6098,Physiotherapy In Neurological Conditions With Assessment And Treatment Protocols (Pb 2020),POTTURI G,Science & Mathematics,Biology & Life Sciences,Paperback,₹405.00,4.4,135.0,https://www.amazon.in/Physiotherapy-Neurological-Conditions-Assessment-Treatment/dp/9386478196/ref=zg_bs_g_4149711031_d_sccl_25/000-0000000-0000000?psc=1
6099,"MTG Handbook of Biology For NEET, CUET, Boards & Various Competitive Exams (Class 11 & 12) - NCERT Insight | Short and Crisp Notes | Step-by-Step High Definition Diagrams MTG Editorial Board",MTG Editorial Board,Science & Mathematics,Biology & Life Sciences,Paperback,₹243.00,4.0,14.0,https://www.amazon.in/Handbook-Biology-Boards-Various-Competitive/dp/9355558643/ref=zg_bs_g_4149711031_d_sccl_26/000-0000000-0000000?psc=1
6100,M.sc. Zoology,Anita Sehgal,Science & Mathematics,Biology & Life Sciences,Paperback,₹599.00,4.4,497.0,https://www.amazon.in/M-Sc-Zoology-Dr-Anita-Sehgal/dp/938862470X/ref=zg_bs_g_4149711031_d_sccl_27/000-0000000-0000000?psc=1
6101,Chordate Embryology,Verma P.S.,Science & Mathematics,Biology & Life Sciences,Paperback,₹375.00,4.5,157.0,https://www.amazon.in/Chordate-Embryology-Verma-P-S/dp/8121902614/ref=zg_bs_g_4149711031_d_sccl_28/000-0000000-0000000?psc=1
6102,THE DIET MYTH,Professor Tim Spector,Science & Mathematics,Biology & Life Sciences,Paperback,₹415.00,4.5,3695.0,https://www.amazon.in/DIET-MYTH-Professor-Tim-Spector/dp/1474619304/ref=zg_bs_g_4149711031_d_sccl_29/000-0000000-0000000?psc=1
6103,Determined: Life Without Free Will,Robert M Sapolsky,Science & Mathematics,Biology & Life Sciences,Paperback,₹499.00,4.6,494.0,https://www.amazon.in/Determined-Life-Without-Free-Will/dp/1847925545/ref=zg_bs_g_4149711031_d_sccl_30/000-0000000-0000000?psc=1
6104,Nutrition and Dietetics |5th Edition,Shubhangini A Joshi,Science & Mathematics,Biology & Life Sciences,Paperback,₹666.00,4.4,109.0,https://www.amazon.in/Nutrition-Dietetics-5th-Shubhangini-Joshi/dp/9390727820/ref=zg_bs_g_4149711031_d_sccl_1/000-0000000-0000000?psc=1
6105,Life Sciences: Fundamentals and Practice - I,Pranav Kumar,Science & Mathematics,Biology & Life Sciences,Paperback,₹420.00,4.5,674.0,https://www.amazon.in/Life-Sciences-Fundamentals-Practice-I/dp/8190642707/ref=zg_bs_g_4149711031_d_sccl_2/000-0000000-0000000?psc=1
6106,A Textbook of Biotechnology,R C Dubey,Science & Mathematics,Biology & Life Sciences,Paperback,₹295.00,4.3,143.0,https://www.amazon.in/Textbook-Biotechnology-R-C-Dubey/dp/9355010532/ref=zg_bs_g_4149711031_d_sccl_3/000-0000000-0000000?psc=1
6107,Manipal Manual Of Anatomy For Allied Health Science Courses 3Ed (Pb 2020),MADHYASTHA S.,Science & Mathematics,Biology & Life Sciences,Paperback,₹720.00,4.5,322.0,https://www.amazon.in/Manipal-Manual-Anatomy-Science-Courses/dp/8123929684/ref=zg_bs_g_4149711031_d_sccl_4/000-0000000-0000000?psc=1
6108,The Scientific Sufi: The Life and Times: The Life and Times of Jagadish Chandra Bose,Meher Wan,Science & Mathematics,Biology & Life Sciences,Hardcover,₹239.00,4.0,13.0,https://www.amazon.in/Scientific-Sufi-Life-Times/dp/0670098051/ref=zg_bs_g_4149711031_d_sccl_5/000-0000000-0000000?psc=1
6109,Plant Biotechnology with Practical,Dr. Swapnil Yadav,Science & Mathematics,Biology & Life Sciences,Paperback,₹225.00,3.5,8.0,https://www.amazon.in/Plant-Biotechnology-Practical-Swapnil-Yadav/dp/B0B3N75DKB/ref=zg_bs_g_4149711031_d_sccl_6/000-0000000-0000000?psc=1
6110,Shades Of Blue: Connecting the Drops in India's Cities,Harini Nagendra,Science & Mathematics,Biology & Life Sciences,Hardcover,₹316.00,4.2,16.0,https://www.amazon.in/Shades-Blue-Harini-Nagendra/dp/0670099694/ref=zg_bs_g_4149711031_d_sccl_7/000-0000000-0000000?psc=1
6111,TEXTBOOK OF ZOOLOGY : Developmental and Evolutionary Biology : For Major and Minor Course : As per the Latest Curriculum of the Directives of NEP 2020.,Dr. Ritabrata Banerjee,Science & Mathematics,Biology & Life Sciences,Paperback,₹295.00,0.0,0.0,https://www.amazon.in/TEXTBOOK-ZOOLOGY-Developmental-Evolutionary-Curriculum/dp/8119948300/ref=zg_bs_g_4149711031_d_sccl_8/000-0000000-0000000?psc=1
6112,Netter Atlas of Human Anatomy International Edition: A Regional Approach (Netter Basic Science),Frank H. Netter MD,Science & Mathematics,Biology & Life Sciences,Paperback,"₹1,785.00",4.6,103.0,https://www.amazon.in/Netter-Atlas-Human-Anatomy-International/dp/0323793746/ref=zg_bs_g_4149711031_d_sccl_9/000-0000000-0000000?psc=1
6113,Self Assessment and Review of Anatomy,Rajesh K Kaushal,Science & Mathematics,Biology & Life Sciences,Paperback,"₹1,346.00",4.0,1.0,https://www.amazon.in/Assessment-Review-Anatomy-Rajesh-Kaushal/dp/9356962995/ref=zg_bs_g_4149711031_d_sccl_10/000-0000000-0000000?psc=1
6114,"Secret Network of Nature, The: The Delicate Balance of All Living Things",Peter Wohlleben,Science & Mathematics,Biology & Life Sciences,Paperback,₹395.00,4.6,826.0,https://www.amazon.in/Secret-Network-Nature-Delicate-Balance/dp/1784708496/ref=zg_bs_g_4149711031_d_sccl_11/000-0000000-0000000?psc=1
6115,An Immense World,Ed Yong,Science & Mathematics,Biology & Life Sciences,Paperback,₹389.00,4.7,3709.0,https://www.amazon.in/Immense-World-Animal-Senses-BESTSELLER/dp/1529112117/ref=zg_bs_g_4149711031_d_sccl_12/000-0000000-0000000?psc=1
6116,Marginlands: Indian Landscapes on the Brink – Shortlisted for the 2023 Tata Literature Live! First Book Award (Non-fiction),Arati Kumar-Rao,Science & Mathematics,Biology & Life Sciences,Paperback,₹337.00,4.7,59.0,https://www.amazon.in/Marginlands-Landscapes-Shortlisted-Literature-Non-fiction/dp/8119300335/ref=zg_bs_g_4149711031_d_sccl_13/000-0000000-0000000?psc=1
6117,CSIR UGC NET Life Sciences Theory and Practice Combo Set,Pranav Kumar,Science & Mathematics,Biology & Life Sciences,Paperback,"₹1,300.00",4.5,172.0,https://www.amazon.in/CSIR-Sciences-Theory-Practice-Combo/dp/8193465555/ref=zg_bs_g_4149711031_d_sccl_14/000-0000000-0000000?psc=1
6118,"Princeton Review AP Biology Premium Prep, 26th Edition: 6 Practice Tests + Complete Content Review + Strategies & Techniques (2024) (College Test Preparation)",The Princeton Review,Science & Mathematics,Biology & Life Sciences,Paperback,"₹1,834.00",4.4,37.0,https://www.amazon.in/Princeton-Review-Biology-Premium-Prep/dp/0593517016/ref=zg_bs_g_4149711031_d_sccl_15/000-0000000-0000000?psc=1
6119,Textbook of Microbiology,Naveen Kango,Science & Mathematics,Biology & Life Sciences,Paperback,₹300.00,4.0,14.0,https://www.amazon.in/Textbook-Microbiology-Naveen-Kango/dp/9380026447/ref=zg_bs_g_4149711031_d_sccl_16/000-0000000-0000000?psc=1
6120,Human Anatomy and Physiology,Rahul Phate,Science & Mathematics,Biology & Life Sciences,Paperback,₹260.00,4.1,64.0,https://www.amazon.in/Human-Anatomy-Physiology-Rahul-Phate/dp/8188739251/ref=zg_bs_g_4149711031_d_sccl_17/000-0000000-0000000?psc=1
6121,Survival at Stake : How Our Treatment of Animals Is Key to Human Existence,Poorva Joshipura,Science & Mathematics,Biology & Life Sciences,Paperback,₹324.00,4.7,101.0,https://www.amazon.in/Survival-Stake-Treatment-Animals-Existence/dp/9356994722/ref=zg_bs_g_4149711031_d_sccl_18/000-0000000-0000000?psc=1
6122,Histology - Practical Manual,Balakrishna Shetty,Science & Mathematics,Biology & Life Sciences,Paperback,₹653.00,4.5,33.0,https://www.amazon.in/Histology-Practical-Manual-Balakrishna-Shetty/dp/9354658709/ref=zg_bs_g_4149711031_d_sccl_19/000-0000000-0000000?psc=1
6123,Lower Secondary Science Student's Book: Stage 8 (Collins Cambridge Lower Secondary Science),Mark Levesley,Science & Mathematics,Biology & Life Sciences,Paperback,₹599.00,4.5,30.0,https://www.amazon.in/Lower-Secondary-Science-Students-Book/dp/0008364265/ref=zg_bs_g_4149711031_d_sccl_20/000-0000000-0000000?psc=1
6124,Environment by Shankar IAS Academy 10th Edition with Updated Syllabus (For 2024 Exam),Shankar IAS Academy,Science & Mathematics,Environmental Studies,Unknown Binding,₹459.00,3.9,10.0,https://www.amazon.in/Environment-Shankar-Academy-Updated-Syllabus/dp/B0CP9KX16J/ref=zg_bs_g_4149719031_d_sccl_1/000-0000000-0000000?psc=1
6125,"AP Environmental Science Premium, 2024: 5 Practice Tests + Comprehensive Review + Online Practice (Barron's AP Prep)",Gary S. Thorpe M.S.,Science & Mathematics,Environmental Studies,Paperback,"₹1,873.67",4.5,115.0,https://www.amazon.in/Environmental-Science-Premium-2024-Comprehensive/dp/1506288065/ref=zg_bs_g_4149719031_d_sccl_2/000-0000000-0000000?psc=1
6126,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,Science & Mathematics,Environmental Studies,Mass Market Paperback,₹321.00,4.5,1431.0,https://www.amazon.in/Dragons-Eden-Speculations-Evolution-Intelligence/dp/0345346297/ref=zg_bs_g_4149719031_d_sccl_3/000-0000000-0000000?psc=1
6127,"Good News, Planet Eath",Author Sam Bentley,Science & Mathematics,Environmental Studies,Paperback,₹719.00,4.9,62.0,https://www.amazon.in/Good-News-Planet-Earth-Whats/dp/0744081580/ref=zg_bs_g_4149719031_d_sccl_4/000-0000000-0000000?psc=1
6128,Silent Spring,Rachel Carson,Science & Mathematics,Environmental Studies,Paperback,₹284.00,4.5,3727.0,https://www.amazon.in/Silent-Spring-Rachel-Carson/dp/B0BPD24HFH/ref=zg_bs_g_4149719031_d_sccl_5/000-0000000-0000000?psc=1
6129,Handbook of Analytical Instruments (INDIA PROFESSIONAL SCIENCE & TECHNOLOGY ELECTRICAL ENGINEERING),R. S. Khandpur,Science & Mathematics,Environmental Studies,Hardcover,₹224.00,4.0,9.0,https://www.amazon.in/Handbook-Analytical-Instruments-R-Khandpur/dp/0070604606/ref=zg_bs_g_4149719031_d_sccl_6/000-0000000-0000000?psc=1
6130,CLIMATE CHANGE 2E VSI: A Very Short Introduction (Very Short Introductions),Mark Maslin,Science & Mathematics,Environmental Studies,Paperback,₹300.00,4.4,140.0,https://www.amazon.in/Climate-Change-Short-Introduction-Introductions/dp/0198867867/ref=zg_bs_g_4149719031_d_sccl_7/000-0000000-0000000?psc=1
6131,The Interpretation of Dreams International Bestseller,Sigmund Freud,Science & Mathematics,Environmental Studies,Paperback,₹100.00,4.4,249.0,https://www.amazon.in/Interpretation-Dreams-International-Bestseller/dp/B000I3421M/ref=zg_bs_g_4149719031_d_sccl_8/000-0000000-0000000?psc=1
6132,GIS and Machine Learning for Small Area Classifications in Develo,Adegbola Ojo,Science & Mathematics,Environmental Studies,Paperback,"₹3,325.00",5.0,1.0,https://www.amazon.in/Machine-Learning-Classifications-Developing-Countries/dp/0367652323/ref=zg_bs_g_4149719031_d_sccl_9/000-0000000-0000000?psc=1
6133,ENVIRONMENTAL STUDIES : A TEXTBOOK FOR B.A./B.COM/B.SC 2ND SEMESTER NAGALAND UNIVERSITY AND OTHER NORTH-EASTERN UNIVERSITIES AS PER CBCS SYLLABUS : ENGLISH MEDIUM.,PURNIMA DAS,Science & Mathematics,Environmental Studies,Paperback,₹175.00,5.0,2.0,https://www.amazon.in/ENVIRONMENTAL-STUDIES-UNIVERSITY-NORTH-EASTERN-UNIVERSITIES/dp/9391166911/ref=zg_bs_g_4149719031_d_sccl_10/000-0000000-0000000?psc=1
6134,"Safety Professional's Reference and Study Guide, Third Edition",W. David Yates,Science & Mathematics,Environmental Studies,Hardcover,"₹3,000.00",4.6,161.0,https://www.amazon.in/Safety-Professionals-Reference-Study-Guide/dp/0367263637/ref=zg_bs_g_4149719031_d_sccl_11/000-0000000-0000000?psc=1
6135,The Green Pen: Environmental Journalism in India and South Asia,Keya Acharya,Science & Mathematics,Environmental Studies,Paperback,₹300.00,4.6,3.0,https://www.amazon.in/Green-Pen-Environmental-Journalism-India/dp/8132103017/ref=zg_bs_g_4149719031_d_sccl_12/000-0000000-0000000?psc=1
6136,Taxmann's Environmental Science | Theory into Practice – Holistic Guide For Environmental Issues | New Topics | Point-Wise Explanations | Case Studies | Experiential Learning | [NEP | UGCF],Dr. Sanjay Kumar Batra,Science & Mathematics,Environmental Studies,Paperback,₹578.00,5.0,1.0,https://www.amazon.in/Taxmanns-Environmental-Science-Theory-Practice/dp/9357782362/ref=zg_bs_g_4149719031_d_sccl_13/000-0000000-0000000?psc=1
6137,"Rooted: Life at the Crossroads of Science, Nature, and Spirit",Lyanda Lynn Haupt,Science & Mathematics,Environmental Studies,Paperback,"₹1,067.00",4.6,465.0,https://www.amazon.in/Rooted-Crossroads-Science-Nature-Spirit/dp/0316426490/ref=zg_bs_g_4149719031_d_sccl_14/000-0000000-0000000?psc=1
